salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
1779405,285126,29517,112922,49163,121929,131708,157304,50000,1347085,216625
1466407,469310,26,26627,2500,29662,23022,75894,50000,964227,105345
1575455,542137,31025,52146,26315,186521,150074,60390,50000,809750,74450
821299,43615,35386,43624,26016,199534,167936,266619,50000,760514,64602
1147153,60227,10595,118183,32649,185016,21443,62562,50000,774234,67346
1014669,102692,33754,110662,7732,130096,48534,288303,50000,935543,99608
2210381,785573,17997,75025,1200,51960,172621,272958,50000,1537577,273773
635052,136058,9370,79355,44194,174665,162777,165614,50000,325763,3788
753771,296997,35514,32721,25420,117219,98323,290027,50000,556954,23890
1000793,360851,8887,56462,39014,8162,169488,63783,50000,558973,24294
614118,222031,15353,120971,31207,101621,7974,283155,50000,386795,6839
2074351,196994,16250,56098,13546,71956,52046,20241,50000,1722247,329174
2171822,469830,12615,25123,47024,53274,136626,94793,50000,1633978,302693
388192,154405,6612,70897,11529,42063,184434,272849,50000,338758,4437
1306435,133472,13985,121227,15672,99390,116805,76328,50000,976986,107897
2246691,563878,18139,136335,16846,18610,114663,122471,50000,1601631,292989
2318040,395221,29399,127995,6206,115359,162234,297605,50000,1950262,397578
426549,79231,41616,94379,29093,59915,76945,40451,50000,195997,0
2106193,761972,1272,58275,41928,39319,79163,284192,50000,1440162,244548
1274017,325850,43379,116154,19161,106473,29870,286491,50000,986248,109749
890006,280860,47429,66973,25793,63048,51923,46138,50000,496898,12344
1886770,538921,4005,56335,8737,188201,195456,225095,50000,1273675,194602
319745,75189,17408,105072,6165,24650,191196,4122,50000,80198,0
338915,110858,47781,49747,45393,35805,1009,242693,50000,337585,4379
661219,257714,18969,78856,8555,163781,34275,221902,50000,343183,4659
2307042,896024,7364,28717,34388,98586,107523,271031,50000,1477721,255816
1538040,501875,42691,111492,13525,48701,165342,172885,50000,1028022,120906
2438239,537791,47384,5854,13947,30066,80469,107393,50000,1955357,399107
1114348,119352,22380,107733,46804,91849,94455,5099,50000,726088,57717
1832571,120151,25203,13121,34559,183821,190142,243842,50000,1699963,322488
929739,121801,43504,633,3682,33750,62498,147977,50000,911353,94770
2166439,366323,30777,83441,39256,9217,34322,165621,50000,1814599,356879
2333294,222706,30741,91577,42764,12612,165496,167089,50000,2111464,445939
2427900,312392,30127,85314,17618,47464,195914,247513,50000,2192751,470325
1378435,109228,268,88906,20366,172391,31000,160244,50000,1098055,141916
1622299,378461,19040,16969,1606,109443,50345,4916,50000,1089775,139432
1155309,108843,23825,79796,26743,172997,25311,264271,50000,1005025,114007
322884,100084,22426,103986,37738,16832,136070,277846,50000,314515,3225
971471,161679,28471,65964,48727,49605,107211,254983,50000,878949,88289
945299,269620,6711,132177,40953,136634,97314,106612,50000,429237,8961
504557,181076,28208,93110,29196,76447,177651,291379,50000,394314,7215
2463658,197353,43417,26977,8680,106538,123201,8843,50000,2126369,450410
1910807,756966,43123,68187,36847,55205,192209,204733,50000,1191457,169937
1751776,483201,42753,91582,40254,31982,140071,83995,50000,1181504,166951
942669,64740,48457,33451,2373,188060,159342,182769,50000,835270,79554
2039716,326152,24507,102158,29391,64068,140808,6735,50000,1499188,262256
1218170,438767,22611,15739,6564,80813,9474,178002,50000,826899,77879
644283,166664,18725,80610,34764,86400,158298,18065,50000,262634,631
322445,48536,15490,75152,8985,15454,45581,268078,50000,407885,7894
433863,164509,40923,109541,45614,56703,178143,38230,50000,86648,0
1455773,473910,2430,24138,49808,105084,58295,218446,50000,973708,107241
2138717,657523,30235,55708,10058,65827,10047,172785,50000,1502620,263286
553204,199678,30042,25331,43725,78048,180887,292672,50000,479135,11456
1989520,635498,20639,121859,12214,194394,118681,20234,50000,1016427,117428
1985538,298542,39141,78037,3349,139593,53258,2672,50000,1457829,249848
2199033,559346,7371,40948,4646,167040,102305,143553,50000,1527976,270893
1806887,623014,31251,59410,15736,124956,13879,58575,50000,1023596,119578
1841763,208665,27013,116434,49256,86609,27686,115366,50000,1473177,254453
450660,48246,18178,78318,40305,38861,172167,22824,50000,235931,0
2265490,239330,44034,20840,13922,138968,153004,12046,50000,1858509,370052
1965949,231961,45088,92300,32377,60703,37262,230958,50000,1774653,344896
2334451,201068,831,72135,28072,41601,14962,118037,50000,2060442,430632
1663744,570947,31421,81035,17250,129431,38260,40758,50000,887259,89951
2252574,757791,16665,58780,16685,192227,33230,28646,50000,1222401,179220
774966,79805,39716,73941,8988,27791,188323,58752,50000,632908,39081
1815955,539226,20041,115997,10715,180787,75928,95399,50000,1034669,122900
935712,252119,38866,6013,39571,29977,15102,133815,50000,730712,58642
1082229,158728,20932,148067,25199,70144,41128,139520,50000,790542,70608
913819,118411,7447,80643,25785,144023,4004,43084,50000,545487,21597
1599614,220274,25826,106935,41243,82149,16825,81312,50000,1206150,174345
1658922,507166,23131,76216,5077,155433,61652,259333,50000,1147493,156747
1639483,265204,43357,58208,25151,49585,139845,80299,50000,1314990,206997
320442,47196,41490,127100,8283,13450,27616,57604,50000,173506,0
257898,14924,26309,22206,23066,84541,111761,120489,50000,209958,0
2249964,827722,42295,35595,29657,102655,126261,174605,50000,1421234,238870
632762,198337,32876,13455,9369,127790,3654,48237,50000,314923,3246
1668114,359435,24550,26683,46641,129669,127962,246114,50000,1326349,210404
1016876,386437,33490,40162,24346,3401,83111,266713,50000,812732,75046
1840306,281081,49650,113480,26971,8240,5375,212196,50000,1622379,299213
1812057,518514,43064,104578,38892,4508,141969,65787,50000,1204415,173824
1812070,284137,25694,5299,37800,108332,196566,264402,50000,1616597,297479
2476086,396422,12921,25103,25564,26379,87553,181443,50000,2146981,456594
1732712,598908,42475,38375,6004,67698,157062,232025,50000,1246226,186367
1420327,462256,14589,74450,17367,82597,55104,270535,50000,1018780,118134
750499,114779,26768,91594,34005,14646,143341,194992,50000,667234,45946
2081273,163351,49009,129253,44807,29772,87624,248639,50000,1961737,401021
1339739,234661,32415,107693,29075,185804,38946,54149,50000,819069,76313
2243873,709109,39050,149504,12566,119603,154600,41696,50000,1283836,197651
1825355,155502,10617,21942,40523,115694,127977,97484,50000,1549794,277438
1123174,320368,49420,118740,49307,147023,55872,248293,50000,735448,59589
1357958,490789,8528,93271,9878,82515,141280,124880,50000,764912,65482
2164472,243999,44784,124921,32433,131217,191523,222063,50000,1848748,367124
2424248,852781,14801,113653,36120,115905,118247,133670,50000,1404259,233777
1305587,88750,38043,35609,27424,116816,170182,86513,50000,1111543,145963
2260598,640671,15279,113442,37827,142655,169494,45091,50000,1336372,213411
1958798,640259,11702,462,13928,43494,80273,174219,50000,1396575,231472
2123126,436659,39951,112014,27193,197760,125632,217886,50000,1557336,279700
505178,61280,38691,59802,28116,105060,185866,111614,50000,351224,5061
1100281,411125,3824,116039,38720,171460,42995,85933,50000,402693,7634
1245722,70992,33959,44276,7000,56267,197361,296554,50000,1347699,216809
2470945,603589,39827,147086,32671,34443,45331,173489,50000,1816471,357441
1668635,301184,45286,3527,12650,105864,5051,11464,50000,1252159,188147
265096,56033,14938,103683,7309,156815,92255,40213,50000,0,0
578035,137455,13543,482,27821,29224,38834,225569,50000,572164,26932
1707492,404952,49504,11664,19796,99824,90323,247046,50000,1417805,237841
1617582,196161,2561,145435,36162,13973,28186,174967,50000,1353378,218513
2241276,645253,49356,145349,47088,110989,3139,2154,50000,1294106,200731
347186,19686,36097,69125,44131,149234,73696,191437,50000,242543,0
558762,32081,2431,128896,32361,30046,55380,170381,50000,458189,10409
378081,82221,18756,26690,47573,172592,109119,18024,50000,35784,0
2170552,520207,2117,146382,7334,92985,49942,37430,50000,1393190,230457
396451,57965,561,79443,14899,42229,134882,243281,50000,395756,7287
828886,201490,34655,140361,47158,146804,9594,196820,50000,474547,11227
752550,173566,4271,31821,23289,27397,189246,39332,50000,490079,12003
2316463,398957,6654,79886,46794,194671,45956,270879,50000,1823687,359606
1561664,434331,15511,119641,23875,153986,41797,196806,50000,992147,110929
1600162,616507,33160,47625,26596,116712,18591,204731,50000,980612,108622
508153,112698,33012,81895,14207,183129,10170,911,50000,100146,0
1473137,478943,27769,145700,46354,164645,23237,58140,50000,673403,47180
1999197,273207,44199,90520,11253,179871,52265,242505,50000,1681049,316814
2309579,731403,21415,51933,40670,25368,158010,80996,50000,1512615,266284
713920,197839,8321,138676,41626,149381,78216,27558,50000,172276,0
938014,256916,23112,34973,29680,3186,119231,180757,50000,767127,65925
451599,163732,12165,69562,34662,25326,132672,182542,50000,303023,2651
1568866,206576,26258,20414,42116,177953,174612,22074,50000,1120138,148541
1410764,252466,40824,65378,15190,106532,89109,239790,50000,1201811,173043
1762618,139376,30580,15310,23844,79803,182743,69814,50000,1554678,278903
2011486,611777,12791,49374,24873,24012,110180,162175,50000,1426415,240424
1772172,612025,21228,13179,7727,80518,57082,293206,50000,1323156,209446
1822040,349907,18236,62962,5529,135907,190036,74065,50000,1310035,205510
2048354,358235,10781,88721,24394,161370,121865,288155,50000,1664569,311870
618599,173534,7142,77181,10195,188473,74713,133571,50000,259928,496
1291597,98751,29812,128838,25190,124051,120649,226326,50000,1120904,148771
1656101,253126,23741,39362,37417,176162,24234,271745,50000,1395519,231155
481948,85870,40588,13400,39270,63052,146649,174157,50000,445100,9755
1477697,342096,21377,58574,38948,42193,192262,86017,50000,1053279,128483
618499,134090,6146,2899,13421,57618,119816,76454,50000,443070,9653
1253438,154220,17285,20565,12775,94024,17228,171428,50000,1110566,145669
1394173,333591,40859,59810,37787,86579,72799,139935,50000,1007199,114659
456691,170827,1356,145690,38312,161976,49523,178932,50000,70173,0
924451,54987,34131,70923,48957,120460,63895,125990,50000,739244,60348
2226013,641330,25470,149655,1092,177739,144848,29994,50000,1261660,190998
1576597,423549,29499,106867,30112,181145,156262,267348,50000,1081770,137031
1202085,449038,28220,15835,15475,20149,75679,161711,50000,841518,80803
782639,215907,7432,65223,25911,66908,74623,97165,50000,463286,10664
658864,177033,18357,31861,5081,182032,192174,290826,50000,522039,16907
1618268,516926,25694,54991,44294,40966,119531,287818,50000,1224602,179880
359538,51677,42702,9823,14201,77970,66936,181939,50000,380507,6525
1653717,427496,4336,22813,30008,113797,140185,81642,50000,1095580,141174
1540085,356987,27038,131727,42785,46410,19433,48358,50000,987571,110014
2322975,472644,26844,97950,7234,185001,51537,234595,50000,1771584,343975
1211984,94317,45770,108093,22103,55687,125647,227938,50000,1155491,159147
2297057,350117,15036,94927,11718,487,11908,168648,50000,1973491,404547
1529757,226394,13351,131671,24749,90471,142772,154641,50000,1174463,164839
336967,102265,31874,122910,10395,186831,61602,38657,50000,0,0
402996,150007,15025,449,11308,195533,120699,256259,50000,266982,849
809152,105817,23680,20875,26207,86242,160032,268176,50000,811866,74873
1573213,119750,9735,39027,46011,158375,198634,143338,50000,1313122,206436
255337,102130,16189,134770,27270,27521,91587,292274,50000,222108,0
1361857,397555,26815,128653,30344,49731,183137,48754,50000,781142,68728
488913,176138,16808,59681,11790,7983,76729,177243,50000,377371,6368
1498966,150432,43463,18669,17846,6404,125042,198511,50000,1497588,261776
984694,325213,11050,82750,23304,43474,166113,153598,50000,624600,37420
1580604,528970,19680,122957,1336,2664,95513,229369,50000,1123725,149617
2356226,242741,11993,44369,7396,106287,167836,95110,50000,2012535,416260
2374059,252817,9729,12322,18307,134114,175377,156572,50000,2072799,434339
1517173,232746,11579,86078,1276,32671,70309,123487,50000,1249467,187340
616867,77648,17584,98128,6899,121984,70890,296175,50000,575966,27693
782912,306426,40028,15023,24529,35816,39067,264866,50000,656011,43702
505160,89428,31325,49878,30248,90174,162112,299939,50000,526695,17839
2488679,787560,8625,130773,41155,28215,89359,53808,50000,1513408,266522
1440842,478024,35563,53168,32250,190192,17798,208725,50000,881495,88799
2106630,389893,34733,54552,20725,182538,70349,219012,50000,1662666,311299
1218473,352022,38401,112863,42962,60937,16763,110534,50000,748623,62224
323106,28346,48251,116958,39133,145950,198323,23558,50000,14527,0
1320063,249408,33436,124452,3061,1139,1665,172009,50000,1097447,141734
250617,97379,26489,11246,9740,173512,23954,201275,50000,136503,0
637529,69481,7068,120094,13664,73371,81918,154350,50000,472336,11116
1405389,259995,4466,93588,4931,26549,190476,144429,50000,1119220,148266
1935885,632419,42078,5382,1013,63485,43501,17140,50000,1242803,185340
911645,257902,4960,148629,25634,15371,178300,90389,50000,509457,14391
807512,218861,45177,102403,42770,142883,33866,120105,50000,415876,8293
2273306,792565,44075,104410,26667,83418,64162,74353,50000,1334673,212902
1623159,97686,35075,59890,24294,36081,174163,144525,50000,1534807,272942
2267547,725405,27430,62764,37420,184042,78620,139970,50000,1375315,225094
1925042,690882,31536,39903,39926,135161,121511,88603,50000,1089308,139292
1631229,90795,39172,145506,26576,197337,39903,62614,50000,1222800,179340
986415,242300,28609,86728,45175,21572,57676,114338,50000,683586,49217
1738909,299102,37420,86107,48976,84960,36582,217726,50000,1424909,239972
1545339,104722,15419,26101,20632,136,56252,237944,50000,1597110,291633
1813328,355796,10033,85641,9064,139855,8363,299416,50000,1482420,257226
562362,154880,45603,10609,5959,148493,54363,141535,50000,379558,6477
511312,190031,34629,142999,30427,160458,71308,194751,50000,166776,0
2253564,602120,5129,47319,9837,134196,47684,25360,50000,1440580,244674
1603308,560933,33571,32128,26875,87651,64728,191767,50000,1071058,133817
263302,24368,20582,47460,24440,100015,77939,138062,50000,175662,0
1747552,216141,39755,81089,18749,28927,97533,86890,50000,1479290,256287
1826098,711452,29806,95791,36818,158838,40792,8794,50000,811798,74859
1489273,537017,23312,84148,26759,32147,38440,64832,50000,847345,81969
2230319,295136,33268,123141,1352,47349,6457,178355,50000,1924963,389988
1030638,275531,33996,146317,13693,179678,89960,212317,50000,611731,34846
1893667,335030,49248,36598,4149,67125,168093,192995,50000,1643007,305402
1747115,373899,45877,71741,8747,23167,80174,157391,50000,1422828,239348
393618,138280,22924,140323,8642,48734,64996,65583,50000,96145,0
810725,249297,16255,116250,20859,118122,129288,283213,50000,555664,23632
862277,115075,8111,22147,34138,71210,45750,13444,50000,591261,30752
2197252,352873,3884,124679,2337,65937,33793,81139,50000,1686448,318434
1164958,176373,48776,14301,23311,77505,70215,252280,50000,1124523,149857
2147682,694199,20022,74970,38710,55373,9946,235387,50000,1489838,259451
1023913,226828,18927,44988,37111,56037,102213,109032,50000,736907,59881
2343508,896985,40467,63403,175,102597,70470,110319,50000,1381133,226839
472202,158584,25963,135810,2942,170712,54247,77322,50000,57438,0
945361,117147,28583,101040,31418,106481,189406,132520,50000,700377,52575
2373156,771465,43264,55909,19491,194855,84356,100718,50000,1425417,240125
2098178,476554,28876,76502,31177,65693,49447,217765,50000,1644892,305967
2189259,303865,10738,117586,6755,113579,27702,117066,50000,1725277,330083
725710,128571,8383,53560,1372,40881,169065,10490,50000,470198,11009
529986,206823,42786,109681,31800,78231,277,216911,50000,313147,3157
1783403,391254,13435,135082,40428,136264,109593,131611,50000,1175420,165126
2153716,650125,15485,81201,8414,78679,23262,176110,50000,1476891,255567
1426714,309568,47296,90926,45479,194449,166373,69881,50000,853468,83193
1208070,217507,13559,51255,48767,174444,169571,290373,50000,970028,106505
2354888,774162,14132,8336,12976,90598,103831,256913,50000,1689860,319458
1871122,649117,49376,80924,18014,29532,84276,174663,50000,1267573,192772
608948,45769,7356,112695,5072,122377,4618,257453,50000,537843,20068
2128483,314253,33540,34023,35972,105467,143549,114907,50000,1737214,333664
1867375,425303,9437,79791,37665,157804,7967,13910,50000,1140158,154547
2201896,354008,35780,14849,12440,141106,66390,50026,50000,1715298,327089
2366500,767347,34392,97568,5975,37485,26614,296990,50000,1739506,334352
306057,27593,8123,20022,28748,163290,168275,164482,50000,189008,0
1674079,551156,48217,10014,21834,132236,42226,180495,50000,1137550,153765
1416191,377075,36242,29721,12455,54797,83025,95500,50000,1023884,119665
1229712,186029,4152,747,9617,133998,41522,92356,50000,945828,101665
668070,113945,33287,92895,40286,138463,165040,196631,50000,462398,10619
1270266,144829,872,113968,4481,58334,23164,146548,50000,1046073,126322
1578752,218500,14730,132411,44821,149529,29361,42062,50000,1040282,124584
2082110,626806,957,9009,33900,113714,106362,210263,50000,1459900,250470
1458920,264880,45213,41081,16522,109347,45737,149355,50000,1171657,163997
619798,180125,28164,7867,21923,166970,104009,235364,50000,456440,10322
1610742,370370,19415,34676,34371,116089,159326,256731,50000,1281381,196914
818525,82551,41196,120494,23071,26611,124879,246376,50000,803369,73173
1227154,275710,20812,45057,11643,74343,149225,98682,50000,889894,90478
2287093,719895,40759,21495,8759,141204,37010,191339,50000,1577837,285851
1507448,232428,15395,72668,39023,32908,8401,223377,50000,1319192,208257
1344880,372301,37488,149950,24805,195215,56431,124904,50000,715000,55500
1834683,219540,19610,65842,3068,85055,163048,5162,50000,1435949,243284
1305075,127237,34335,124457,23821,33438,64630,161472,50000,1141928,155078
1962698,345590,909,119577,2799,85098,166586,125852,50000,1486394,258418
2181836,406304,18344,5045,12399,57365,29471,79827,50000,1748893,337168
924608,292502,22645,10313,23517,45407,171226,271876,50000,797389,71977
1140781,240736,27914,52288,35382,151723,39842,294152,50000,932717,99043
950304,74534,17769,27843,26931,117987,151558,114710,50000,785487,69597
1677385,456080,14820,105782,39437,46617,38421,292330,50000,1286618,198485
1560142,334242,17199,90879,21342,174046,197849,88029,50000,994860,111472
1132620,188100,46476,53584,2014,117479,5294,78478,50000,846396,81779
1929806,638334,3784,36154,7673,171768,510,233911,50000,1263571,191571
2360222,245544,14746,18899,33214,144576,195946,289721,50000,2172455,464236
1914256,707555,16705,27174,19982,99553,3699,101174,50000,1127870,150861
943167,157434,37166,71531,35456,117964,174025,152557,50000,700504,52600
2351778,497000,24026,146973,17095,190897,39193,94931,50000,1568769,283130
1347846,505754,33611,115653,25654,84871,113873,60504,50000,660028,44505
2146513,679229,18955,114820,33652,64941,64455,295169,50000,1517994,267898
2349444,178571,6594,133027,43503,52411,91887,49414,50000,1947939,396881
628936,158745,47641,49034,36578,35986,179844,10496,50000,356729,5336
1051291,166763,8602,4969,22226,191855,2807,16535,50000,640614,40622
673801,153607,44530,94614,8908,183161,37475,278075,50000,506115,13723
2298423,712601,30828,60290,38991,192782,67749,55455,50000,1330041,211512
1933850,432525,40098,14833,988,124698,99430,52366,50000,1403269,233480
1280593,95862,29822,77753,48761,112580,71579,208768,50000,1134226,152768
1770569,416956,39669,1579,40368,193260,182906,97956,50000,1206030,174309
2492371,145667,9015,110836,29855,129470,183974,119392,50000,2154949,458984
990712,170346,35268,12888,23217,193323,100995,123158,50000,699363,52372
496522,107899,14506,141647,18897,72822,195837,45372,50000,165134,0
2488997,686056,15568,133215,18159,155814,112187,15979,50000,1477299,255689
923241,209734,10578,7236,1418,42089,77365,48846,50000,672187,46937
309593,31944,36922,99849,16262,42293,194950,12525,50000,118691,0
553565,208293,6102,68682,39499,154108,154999,214790,50000,253874,193
1908336,529763,45562,25563,11535,50095,35414,224542,50000,1511483,265945
408404,65728,19723,86351,20810,95516,142127,142070,50000,251791,89
556732,216055,27103,109212,14941,142365,104278,298945,50000,350206,5010
1389067,498539,8860,66433,33632,184132,104979,258330,50000,823520,77204
2433568,243895,11780,64085,29508,139599,170923,82822,50000,2001082,412824
1606878,448962,31664,60388,17595,186718,171354,56939,50000,931817,98863
2262545,556641,6591,76654,27710,70105,85799,197020,50000,1685045,318013
2133089,250601,19314,959,38177,69466,108736,144303,50000,1887502,378750
2273066,299399,38442,9348,45839,128410,146058,165877,50000,1944388,395816
2415638,597437,26177,139226,7346,46759,157696,57985,50000,1659031,310209
434764,70627,41172,121650,36716,60703,88396,159352,50000,295591,2279
2132163,729606,19726,79490,22128,69404,8245,194853,50000,1396113,231333
591885,49841,39569,66783,31496,72616,41855,138432,50000,499149,12457
1163736,430478,34990,135957,35807,2399,64689,268506,50000,812590,75018
931867,320742,38401,21721,18915,70794,102507,97487,50000,585582,29616
257661,79493,29476,105004,24751,49767,124915,51832,50000,29953,0
417261,59208,6632,96148,47468,52395,60487,238081,50000,356754,5337
1529942,459342,35369,95338,19357,23772,176481,186616,50000,1104117,143735
1442139,293575,44338,83206,44029,148641,5438,217222,50000,1084247,137774
2118418,575818,19922,75493,7630,116179,57890,186731,50000,1499950,262485
443101,70627,38603,54634,49242,165070,114455,256302,50000,348432,4921
256504,87865,46621,56442,2965,16086,126978,105105,50000,194871,0
1654681,106233,36265,26922,30450,139809,101543,191816,50000,1529347,271304
1216710,355292,39487,26649,5911,47131,71177,129249,50000,900462,92592
1262786,429373,40326,54603,10445,23227,48162,276584,50000,1012047,116114
2050445,566435,23880,49017,20773,125686,156660,21049,50000,1283462,197538
400362,46921,30775,36604,31109,49717,13228,112422,50000,329207,3960
1795152,268811,16650,69681,25452,146970,43561,49213,50000,1300100,202530
2087280,480527,19848,26486,400,143021,107789,187677,50000,1594370,290811
387213,64009,39680,41250,32475,156629,8062,203326,50000,285855,1792
577124,29849,3883,99651,3510,168071,40693,204288,50000,434213,9210
1111129,71375,46626,27057,16699,158748,133655,68422,50000,902297,92959
398192,126911,11859,99905,30743,99602,169832,133972,50000,136861,0
341477,27078,25778,33906,7148,125935,57136,22713,50000,145900,0
2150771,806125,3847,12487,42418,195615,141943,239016,50000,1286988,198596
887934,181988,1606,29946,9230,50560,46790,186110,50000,753925,63285
435935,137478,23076,77992,47885,65346,194985,227989,50000,308298,2914
2271388,213343,6244,121275,3210,197433,48810,274685,50000,1967055,402616
532098,199152,28115,50463,20992,71032,31988,188756,50000,357329,5366
635468,39292,6788,48878,25579,40497,68514,186745,50000,624754,37450
2191305,141882,23755,145490,35634,194054,174796,252434,50000,1900433,382630
1114853,77041,46356,138414,45784,138073,31463,184933,50000,896829,91865
448812,38684,41427,75997,28774,115443,25449,14625,50000,195965,0
2333471,514276,39488,32840,15860,28378,22453,72770,50000,1804374,353812
851518,277506,17042,110225,33678,156818,116655,172226,50000,412558,8127
1469990,220104,14081,98927,17227,49593,185305,297643,50000,1345862,216258
1701165,529099,47017,59164,38474,54379,89265,88283,50000,1105348,144104
1572168,504542,49688,114482,28508,31780,142212,85305,50000,977848,108069
1217453,447897,2427,117917,14922,63495,73201,36729,50000,562377,24975
668626,68382,38890,44782,20409,92416,101200,255401,50000,686927,49885
1196532,116586,41809,93754,2624,114503,77183,202917,50000,1063790,131637
2203380,204326,26749,34334,28140,134629,54572,93873,50000,1872572,374271
1437847,252714,30366,138992,15002,130524,181246,243962,50000,1124942,149982
277095,61319,4924,75584,47531,100164,84490,197105,50000,144525,0
2083633,440820,18475,9234,20194,7381,157821,100992,50000,1675470,315141
1417138,198352,10900,40334,42107,193795,113195,250107,50000,1153556,158566
1236369,330967,42342,114499,11827,145344,175664,155459,50000,781532,68806
346729,58387,28870,56066,25005,131999,155502,34993,50000,89134,0
436293,77716,34444,143530,22622,165225,32400,184057,50000,195700,0
2418272,210233,4403,71220,38968,1000,188266,265988,50000,2317241,507672
1127232,290015,40731,26437,33802,121366,102414,18108,50000,664450,45390
1373201,383601,23908,89598,4681,194302,24719,136067,50000,810993,74698
839704,264744,11352,46700,6692,187921,43771,68588,50000,363586,5679
1922328,704347,48301,109681,17351,186042,161036,277808,50000,1181015,166804
2268842,721722,28335,25608,35471,171965,182306,6575,50000,1298985,202195
879923,116598,23916,86833,13892,166094,23741,68576,50000,538997,20299
1742947,230904,29145,48564,3903,127,27144,229566,50000,1668159,312947
1955463,724069,4455,5468,11212,159627,47719,227854,50000,1237395,183718
666918,217779,37878,58285,2188,89751,196769,282503,50000,569295,26359
620553,200926,35893,111455,8452,141862,158384,232948,50000,376698,6334
2081157,628300,37530,759,41952,18781,134581,88736,50000,1467630,252789
1051637,150931,18766,132701,15090,712,87604,19091,50000,740059,60511
1289426,446906,29570,51035,36837,53889,84631,143064,50000,823392,77178
1025217,102531,14940,138457,18203,92745,194236,65086,50000,703306,53161
572351,98734,39006,98385,45263,65802,32546,298056,50000,551228,22745
795282,136204,49466,88435,46047,139254,17613,289067,50000,673874,47274
739697,181999,8679,22994,28426,111949,91671,261260,50000,614267,35353
504457,107048,46454,71522,22458,176326,130496,231159,50000,354715,5235
336170,70909,13329,22087,29388,54838,58868,86985,50000,209261,0
2377721,579570,39740,136176,15620,19351,99821,128844,50000,1745587,336176
2180719,426104,16358,107354,45516,183030,127758,33610,50000,1418682,238104
1409278,193767,27260,28516,15381,52231,180531,21493,50000,1118135,147940
518770,146522,31672,41129,25729,181352,18880,246583,50000,352292,5114
778252,254271,20267,105351,44391,157912,48614,111542,50000,298135,2406
1673514,364237,41646,52921,5724,37809,10890,230041,50000,1434509,242852
530202,147035,18375,78959,14073,72644,73885,133149,50000,319014,3450
416232,98803,35695,131295,29575,156927,181295,116525,50000,101851,0
2494486,176232,17828,142034,18416,10776,130411,289075,50000,2403930,533679
743441,147260,45092,90595,1896,72195,93623,272758,50000,699344,52368
1644467,87894,10156,8099,48261,129090,144041,271094,50000,1602372,293211
588371,165719,30439,121359,41600,49002,170596,180973,50000,372102,6105
1067495,243235,3019,109397,3943,135467,145802,8523,50000,536994,19898
2171788,204997,23923,82909,30155,145173,59896,155345,50000,1837821,363846
1204040,288689,20348,45722,41921,85975,89889,109318,50000,821398,76779
2317091,844461,40858,78401,40424,171833,134831,173721,50000,1346550,216465
1590804,269119,48430,73130,6072,118993,193951,19861,50000,1141780,155034
2071981,816006,32302,25750,39267,128506,112662,53786,50000,1098539,142061
831300,320701,41983,77350,13604,47120,116009,44259,50000,408766,7938
888898,288766,1950,81256,33788,5048,44348,164744,50000,596733,31846
1712406,573364,22732,87992,13799,90446,154625,62410,50000,981946,108889
1762361,341353,47285,19630,15667,103327,191660,18468,50000,1298136,201941
458758,87572,1732,70941,38408,69033,174984,172049,50000,316584,3329
1306733,501836,33398,136267,40482,76021,189603,208441,50000,743965,61293
1279921,228041,43288,114239,17256,76487,193681,179932,50000,1017117,117635
823030,69056,35851,47931,22188,144603,103152,132082,50000,657184,43936
1525592,157815,6128,4517,40231,12948,106943,37149,50000,1303357,203507
2103259,628116,11528,128956,25977,28266,108096,40145,50000,1293616,200584
273349,50308,14972,36063,2055,14659,122683,80712,50000,215947,0
379417,45442,39204,106033,7310,34466,30915,153487,50000,328856,3942
561322,187944,6280,98066,7537,85075,18885,36990,50000,175969,0
2065081,456456,45252,73540,7254,50696,114463,59714,50000,1532100,272130
455732,113328,26294,57005,25187,6638,135268,93317,50000,323184,3659
337687,35079,22317,98622,44272,130057,145691,138754,50000,140727,0
313196,36789,8104,55474,42098,162845,33481,32526,50000,6619,0
758370,71324,21598,120031,9572,61357,121532,147049,50000,614732,35446
282400,64977,3307,23167,41995,4669,58829,90549,50000,191447,0
765593,246122,20486,148481,27187,109825,14844,215232,50000,419695,8484
525680,161015,6532,2488,40119,164276,9750,289816,50000,404129,7706
645916,91352,42931,45205,30033,194480,46758,143210,50000,420986,8549
1241849,432216,23676,132159,9177,150528,185957,195936,50000,687380,49976
2231195,194072,31952,122448,34873,155340,65832,293557,50000,1999970,412491
1518374,136528,45732,97190,21684,87441,170478,233004,50000,1404266,233779
1713232,594930,14139,16982,24753,107443,175852,242848,50000,1176110,165333
807235,109418,9178,43593,29353,156420,64640,245920,50000,673548,47209
585676,174438,49664,89532,38795,58489,91811,104807,50000,328892,3944
592542,31510,9721,144315,42237,116196,19035,114199,50000,332203,4110
1685110,139460,48768,30141,2509,75265,131726,243756,50000,1680258,316577
753311,198309,49869,144423,30196,167141,7407,130348,50000,343458,4672
2174393,247545,31220,138915,45632,51106,42076,187802,50000,1860216,370565
1028161,61560,22971,145062,23866,21200,108902,283076,50000,1032519,122255
757432,161659,29147,24694,12634,189448,17300,13802,50000,361945,5597
918284,152143,11048,125851,38817,190790,15520,115631,50000,487361,11868
2094223,692747,19904,26615,19655,13071,147536,187611,50000,1499649,262394
